© 2000-2020 QIAGEN. All rights reserved.

Analysis Details for My Projects->Fetal Adult Manuscript->de_Cd140_vs_A2B5 - High confidence
Workspace	My Projects
Project	Fetal Adult Manuscript
Analysis	de_Cd140_vs_A2B5 - High confidence
Date	Sun Aug 02 00:40:13 PDT 2020
Analysis ID	19590486

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Fetal Adult Manuscript->de_Cd140_vs_A2B5 - High confidence
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
de_Cd140_vs_A2B5 - High confidence	 	linolenic acid	 	chemical - endogenous mammalian	 	0.818	 	-0.037	0.896	1.09E-03	ACSL1,CD36,CLU,ICAM1,TNF	Ap1,CEBPB,FABP4,IL6,NCOR2,NFKB1,NFKBIA,NFkB (complex),NR4A1,PPARA,PPARG,RELA,RXRA,STAT1,STAT3,THRB,TNF,linolenic acid	
de_Cd140_vs_A2B5 - High confidence	 	CBX5	 	transcription regulator	 	-1.360	 	-0.237	-0.576	1.12E-03	AKR1C3,C15orf48,CD68,CYP1B1,H1-2,H2AC18/H2AC19,OAS1,OLR1,PPARG,SLC7A7,TFF3	 	
de_Cd140_vs_A2B5 - High confidence	 	SCAP	 	other	 	0.378	 	0.229	-0.229	1.17E-03	ACSL1,ACSL5,ALDOC,HMGCS1,MSMO1,OLR1,PDK1,PTGER4,TFF3	ESR1,ESR2,NR5A2,PPARG,SCAP,SREBF1,SREBF2	
de_Cd140_vs_A2B5 - High confidence	 	ADCYAP1	 	other	Inhibited	-2.073	 	0.055	-2.290	1.18E-03	C1QL2,CCL3L3,CCL4,CD40,CD86,COL3A1,CXCL2,CXCL3,FGFR2,FOS,IL6,LUM,NEUROD1,PLAGL1,SERPINB1,SERPINF1,TNF	ADCYAP1,Ap1,CEBPB,CREB1,ERK1/2,FOSL1,HMGB1,IRF8,LTF,NFATC1,NFATC2,NFKB1,NFKBIA,NFkB (complex),REL,RELA,SP1,SPI1,STAT1,STAT3,VIP,histamine	
de_Cd140_vs_A2B5 - High confidence	 	TNFSF10	 	cytokine	 	-0.517	 	0.039	-0.634	1.18E-03	FOS,IL1B,IL1RN,IL6,MMP2,MMP3,MMP9,SP100,TNF,TNFRSF10C	Ap1,CEBPB,ESR1,FOS,FOSL1,JUN,MAPK8,Mapk,NFATC2,NFKB1,NFKBIA,NFkB (complex),Nfat (family),P38 MAPK,PRKCD,RELA,SP1,STAT3,TNFSF10,ZFP36	
de_Cd140_vs_A2B5 - High confidence	 	ADORA2A	 	g-protein coupled receptor	 	0.013	 	0.037	-0.107	1.18E-03	ALDOC,ATP1A2,ATP6V1B2,COL3A1,CXCL2,FOS,IL6,MMP9,PDCD1,PEA15,PPP1R1B,TNF	ADCY,ADORA2A,Ap1,CDKN2A,CEBPD,CTNNB1,Creb,FOS,HIF1A,JUN,MAPK3,NFATC1,NFKB1,NFKBIA,NFkB (complex),PLAT,RELA,SMAD2,STAT1,STAT3,cyclic AMP	
de_Cd140_vs_A2B5 - High confidence	 	Collagen type I (complex)	 	complex	Activated	2.219	 	0.129	1.932	1.18E-03	CCND1,CD83,COL1A1,IL6,MMP2,MMP3,MMP9,TNF	Ap1,CBL,CEBPB,CTNNB1,Collagen type I (complex),ERK,FN1,FOS,FOSL1,GLI2,HIF1A,ILK,JUN,MAPK8,Mapk,NFKB1,NFkB (complex),RELA,SMAD3,SP1,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	Igm	 	complex	 	-1.982	 	0.018	-2.019	1.18E-03	CCL3,CD40,CX3CL1,DUSP2,PRDM1,PTAFR,TNF,ZFP36L1	Ap1,BCL6,BCR (complex),CD40LG,ESR1,FOXO1,Igm,JUN,LDL,NFATC2,NFKB1,NFKBIA,NFKBIB,NFkB (complex),Nfat (family),REL,RELA,STAT1,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	KCNE3	 	ion channel	 	 	 	 	 	1.18E-03	AKR1C3,BAALC,BCAT1,CA8,DUSP6,FOSB,PRDM1,VSIG4	 	
de_Cd140_vs_A2B5 - High confidence	 	caffeine	 	chemical drug	 	-0.025	 	-0.004	-0.015	1.18E-03	CCN2,CEBPA,FOS,FOSB,HIF1A,MICA,MITF,PPARG	Ap1,CEBPD,CREB1,CREBBP,CTNNB1,Creb,FOS,FOXO1,HIF1A,Insulin,L-glutamic acid,NCOA2,NFKB1,NFkB (complex),P38 MAPK,PPARG,RELA,SIRT1,SP1,STAT3,TP53,ZFP36,caffeine,cyclic AMP	
de_Cd140_vs_A2B5 - High confidence	 	trovafloxacin	 	chemical drug	 	-1.463	 	0.091	-1.718	1.18E-03	CEBPA,CHFR,CXCL2,CXCL3,ETS2,FOS,ICAM1,IL6	Ap1,CEBPB,HMGB1,IFNG,IL18,IL1B,NFKB1,NFKBIA,NFKBIB,NFkB (complex),RELA,STAT1,STAT3,TNF,trovafloxacin	
de_Cd140_vs_A2B5 - High confidence	 	CARM1	 	transcription regulator	 	 	 	 	 	1.19E-03	C3,CCNB1,CXCL3,FOS,ICAM1,MMP3	Ap1,CARM1,CEBPA,CEBPB,ESR1,ESR2,FOS,FOXO3,Histone h3,JUN,MED1,MYC,NCOA3,NFKB1,NFKBIA,NFkB (complex),PGR,PPARG,RARA,RELA,RNA polymerase II,SP1,STAT1,STAT3,TP53,estrogen receptor	
de_Cd140_vs_A2B5 - High confidence	 	MEOX2	 	transcription regulator	 	1.300	 	-0.164	1.696	1.19E-03	CXCL2,CXCL3,HBEGF,ICAM1,IL6,PTX3	CDKN1A,MEOX2,NFKB1,NFKBIA,NFkB (complex),RB1,RELA,STAT1,STAT3,TP53	
de_Cd140_vs_A2B5 - High confidence	 	paricalcitol	 	chemical drug	 	-1.342	 	-0.145	-1.017	1.19E-03	AGT,COL3A1,ICAM1,IL1B,PTGER4,TNF	Ap1,NFE2L2,NFKB1,NFKBIA,NFkB (complex),RELA,SP1,SPP1,STAT1,STAT3,paricalcitol	
de_Cd140_vs_A2B5 - High confidence	 	pristane	 	chemical toxicant	 	0.581	 	0.219	0.163	1.19E-03	CCL3L3,CD86,IL1B,IL6,IRF8,TNF	CEBPB,HMGB1,IL1,IL6,IRF3,IgG,Immunoglobulin,NFKB1,NFKBIA,NFkB (complex),RELA,STAT1,STAT3,STAT6,pristane	
de_Cd140_vs_A2B5 - High confidence	 	CD3 group	 	group	Activated	2.582	 	0.198	2.071	1.20E-03	ACSL5,HAVCR2,IL1B,LPCAT2,PDCD1,SLC16A3,TNF	Ap1,CD3 group,CTNNB1,ERK,FOS,FOSL1,FOXO1,HMGB1,IL12 (family),IL2,IRF8,NFATC1,NFATC3,NFATC4,NFKBIA,NFkB (complex),Nfat (family),STAT1,STAT3,STAT4,STAT6	
de_Cd140_vs_A2B5 - High confidence	 	CD5	 	transmembrane receptor	 	0.577	 	0.189	0.119	1.20E-03	CCL3,CCL4,CCR7,CD4,CD86,ICAM1,MSMO1	Ap1,CD5,NFKB1,NFKBIA,NFKBIB,NFkB (complex),PTPN6,RELA,STAT1,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	SFRP1	-2.687	transmembrane receptor	 	-0.816	 	-0.086	-0.606	1.20E-03	CCND1,COL1A1,IL6,MMP2,MMP3,MMP9,SFRP1	Ap1,CTNNB1,ERK,FOS,FOSL1,FOXO1,HDAC1,HIF1A,Insulin,JUN,Jnk,NFKBIA,NFkB (complex),PPARG,RELA,SFRP1,SIRT1,SP1,STAT3,TCF,heparin	
de_Cd140_vs_A2B5 - High confidence	 	DNMT3B	 	enzyme	 	-0.905	 	-0.104	-0.559	1.23E-03	ADORA1,CASQ1,CD36,CHFR,CYP1B1,GRK3,HTR2A,LRRC34,MAP3K1,PAX6,PECAM1,PRKCB,S1PR1,SFRP4	 	
de_Cd140_vs_A2B5 - High confidence	 	3-aminobenzamide	 	chemical toxicant	 	-1.980	 	-0.119	-1.745	1.24E-03	ICAM1,IL1B,ITGAL,TNF	3-aminobenzamide,CREB1,Gm21596/Hmgb1,ICAM1,NFKB1,NFKBIA,NFKBIB,NFkB (complex),NOTCH1,NR3C1,PARP1,REL,RELA,SIRT1,SP1,STAT1,STAT3,TP53	
de_Cd140_vs_A2B5 - High confidence	 	BCL10	 	transcription regulator	 	0.268	 	0.237	-0.196	1.24E-03	CCL4,CXCL2,IL6,TNF	BCL10,CBL,CHUK,CXCL2,FN1,IRF3,MAP3K7,NFKB1,NFKBIA,NFKBIB,NFkB (complex),REL,RELA,SMAD3,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	CGB3 (includes others)	 	other	 	 	 	 	 	1.24E-03	DUSP6,MMP2,RUNX1,SGK1	CGB3 (includes others),CREB1,FOS,FSH,JUN,SMAD2,SMAD3	
de_Cd140_vs_A2B5 - High confidence	 	EPHX2	 	enzyme	 	1.414	 	0.030	1.358	1.24E-03	HES1,ICAM1,IL1B,IL6	Ap1,CTNNB1,CXCL2,EPHX2,ERK,FOS,FOSL1,FOXO1,HMOX1,IL1A,NFE2L2,NFKB1,NFKBIA,NFkB (complex),NR3C1,PPARA,PPARG,RELA,RXRA,SP1,STAT1,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	Go6983	 	chemical - kinase inhibitor	 	0.000	 	-0.148	0.294	1.24E-03	CCN2,CD36,FOS,PPARG	AHR,Akt,Ap1,CTNNB1,FOXO1,Go6983,HIF1A,HSF1,Mek,NFKB1,NFKBIA,NFkB (complex),NR4A1,P38 MAPK,Pkc(s),RB1,RELA,SP1,STAT1,STAT3,TP53,ZFP36	
de_Cd140_vs_A2B5 - High confidence	 	IRAK2	 	kinase	 	0.054	 	0.194	-0.322	1.24E-03	CXCL2,IL1B,IL6,TNF	Ap1,IL1R1,IRAK2,JUN,MYD88,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,REL,RELA,SQSTM1,STAT1,STAT3,TRAF6,ZFP36	
de_Cd140_vs_A2B5 - High confidence	 	MAML1	 	transcription regulator	 	 	 	 	 	1.24E-03	CCND1,HES1,IL1A,IL1B	CDKN2A,CTNNB1,EGR1,HDAC1,JUN,MAML1,NFKB1,NFKBIA,NFkB (complex),NOTCH1,RB1,RBPJ,RELA,SIRT1,SP1,STAT3,TCF	
de_Cd140_vs_A2B5 - High confidence	 	ORAI1	 	ion channel	 	1.000	 	0.148	0.703	1.24E-03	CXCL3,IL6,OSCAR,TNF	AHR,Ap1,CEBPB,Ca2+,HMGB1,IL10,IL2,IRF8,JUN,JUNB,NFATC1,NFATC2,NFE2L2,NFKB1,NFKBIA,NFkB (complex),NR4A1,ORAI1,SP1,SREBF1,STAT1,STAT3,TSC22D3,cholesterol	
de_Cd140_vs_A2B5 - High confidence	 	PCYT2	 	enzyme	 	-1.067	 	-0.237	-0.597	1.24E-03	ABCG1,CD36,MTTP,PPARG	LPL,NFKBIA,NFkB (complex),PCYT2,RELA,STAT1	
de_Cd140_vs_A2B5 - High confidence	 	STK3	 	kinase	 	0.000	 	-0.030	0.059	1.24E-03	CCN2,CCND1,IL6,TNF	Ap1,CEBPB,ERK1/2,FOS,FOSL1,FOXO1,JUN,Jnk,MAPK8,NFKB1,NFkB (complex),RELA,RHOA,SAV1,SP1,STAT3,STK3,YAP1	
de_Cd140_vs_A2B5 - High confidence	 	misoprostol	 	chemical drug	 	1.000	 	0.119	0.763	1.24E-03	ABCG2,IL1B,IL6,TNF	Ap1,CEBPD,CREBBP,IRF8,Inflammasome (Nalp3, Asc, Casp1),Interferon alpha,NFKB1,NFKBIA,NFkB (complex),PTGER2,PTGER4,RELA,STAT1,STAT3,TAC1,cyclic AMP,misoprostol	
de_Cd140_vs_A2B5 - High confidence	 	reserpine	 	chemical drug	 	-0.124	 	0.208	-0.534	1.24E-03	ADRA2A,FOS,IL18,IL1B	Ap1,Creb,FOS,FOXO1,GHRL,JUN,NFkB (complex),RELA,norepinephrine,reserpine	
de_Cd140_vs_A2B5 - High confidence	 	JQ1	 	chemical reagent	 	-1.893	 	-0.173	-1.325	1.29E-03	CCND1,CD4,FOS,H1-2,IL6,MKI67,PRDM1,STRA6,TLR2,TNF,TOP2A	BRD4,CEBPB,Creb,EIF2AK3,FOXO1,FOXO3,HMGB1,IL17A,IL2,IL6,JQ1,MYC,NFKB1,NFKBIA,NFkB (complex),RELA,STAT1,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	REL	 	transcription regulator	 	1.979	 	0.210	1.326	1.29E-03	CCL4,CCND1,CD40,CD86,FOS,GADD45B,HBEGF,ICAM1,IL18,IL1B,IL6,IRF8,MMP9,PDCD1,PTGDS,TNF,TNFRSF10C	Ap1,BCL3,CTNNB1,ERK,FOS,FOSL1,HMGB1,IL12 (family),IL2,IRF8,NFKB1,NFKBIA,NFkB (complex),REL,RELA,STAT1,STAT3,STAT4,STAT6	
de_Cd140_vs_A2B5 - High confidence	 	VDR	 	transcription regulator	 	1.471	 	0.060	1.236	1.29E-03	AGT,CCNB1,CCND1,COL1A1,GPD1,ICAM1,IFI44L,IL18,IL1A,IL1RN,IL6,NGF,PPARG,RAPGEF1,SERPINA1,SLC7A7,TLR2	AGT,AHR,CEBPB,EGR1,IL6,NCOR2,NFKB1,NFKBIA,NFkB (complex),PPARG,RELA,RNA polymerase II,RXRA,STAT1,STAT3,VDR,calcitriol,curcumin	
de_Cd140_vs_A2B5 - High confidence	 	BGN	 	other	 	1.154	 	0.104	0.949	1.30E-03	ACAN,CCND1,CXCL3,IL1B,TNF	Ap1,BGN,CASP1,CTNNB1,ERK,FOS,FOSL1,Gm21596/Hmgb1,JUNB,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,PYCARD,RELA,SMAD1,STAT1,STAT3,TGFBR2,ZFP36	
de_Cd140_vs_A2B5 - High confidence	 	DTX1	 	transcription regulator	 	0.555	 	0.062	0.418	1.30E-03	CEP55,DUSP6,LILRB4,MAP3K1,NRIP3	 	
de_Cd140_vs_A2B5 - High confidence	 	LTF	 	peptidase	 	-0.557	 	0.059	-0.689	1.30E-03	CCL3L3,CD86,CXCL3,IL6,TNF	ATP,CD36,Creb,HMGB1,IRF3,JUN,LRPAP1,LTF,NFKB1,NFKBIA,NFkB (complex),REL,RELA,STAT1,STAT3,lipid A	
de_Cd140_vs_A2B5 - High confidence	 	PTPN22	 	phosphatase	 	0.140	 	-0.097	0.353	1.30E-03	FOS,IL1B,IL6,PDCD1,TNF	AR,Ap1,BCL10,CBL,CTNNB1,FOXO1,FYN,GHR,HIF1A,IRF3,MAPK9,NFATC1,NFKB1,NFKBIA,NFkB (complex),PDPK1,PTPN22,RELA,SMAD3,STAT1,STAT3,STAT5A	
de_Cd140_vs_A2B5 - High confidence	 	selumetinib	 	chemical drug	 	0.246	 	-0.079	0.421	1.30E-03	CCND1,FOS,FOSB,HIF1A,MITF	Akt,Ap1,CDKN2A,CEBPB,Creb,FOXO1,HIF1A,HSF1,JUN,MAP2K1,MAP2K2,NFKB1,NFkB (complex),RB1,RELA,STAT1,STAT3,bortezomib,selumetinib	
de_Cd140_vs_A2B5 - High confidence	 	COLQ	 	other	 	0.378	 	0.027	0.306	1.30E-03	COL6A3,DCN,GPC4,LAMB2,MFAP2,MMP19,MMP2,MMP9	 	
de_Cd140_vs_A2B5 - High confidence	 	DOCK8	4.326	other	Activated	2.121	 	0.237	1.450	1.30E-03	CCL4,CD40,DAB2,IL18,IL6,RGS1,TNF,TNFSF8	CREB1,DOCK8,ICAM1,NFkB (complex),NOTCH1	
de_Cd140_vs_A2B5 - High confidence	 	SOX9	 	transcription regulator	 	1.698	 	0.128	1.388	1.30E-03	ACAN,CCN2,COL1A1,FOS,MITF,PPARG,PTGDS,SOX10	AHR,CEBPB,CEBPD,CREBBP,CTNNB1,Ca2+,Creb,HDAC1,HDAC4,HIF1A,JUN,NFATC1,NFkB (complex),NR4A1,PPARG,SOX9,STAT3,TCF	
de_Cd140_vs_A2B5 - High confidence	 	IL4R	2.967	transmembrane receptor	 	1.000	 	0.108	0.784	1.34E-03	ACSL1,ADAM8,FCER1G,IL13RA2,IL1B,IL6,PPARG	CEBPB,FOXP3,IL13,IL4,IL4R,Ige,NFATC2,NFKBIA,NFKBIB,NFkB (complex),RELA,SOCS1,STAT1,STAT3,STAT6	
de_Cd140_vs_A2B5 - High confidence	 	LMNB1	 	other	 	 	 	 	 	1.34E-03	CRYAB,FSTL1,GPC4,HBEGF,HMGCS1,MGP,MSMO1	 	
de_Cd140_vs_A2B5 - High confidence	 	MAP3K1	1.343	kinase	 	1.297	 	0.171	0.849	1.34E-03	CCND1,COL3A1,FOS,HSPB1,MMP3,TNF,TOP2A	Ap1,CEBPB,CTNNB1,ERK,FOS,FOSL1,FOXO1,JUN,MAP3K1,MAPK14,Mapk,NFATC2,NFKB1,NFkB (complex),P38 MAPK,RAF1,RELA,SP1,STAT1,STAT3,ZFP36	
de_Cd140_vs_A2B5 - High confidence	 	MMP1	 	peptidase	 	1.454	 	0.192	0.960	1.34E-03	FGFR2,FOS,HIF1A,IGF1,MMP9,PDGFA,TNF	Akt,Ap1,CCL2,CEBPB,FOXO1,HIF1A,IL1A,MMP1,NFATC1,NFKB1,NFKBIA,NFkB (complex),NR3C1,RB1,RELA,SMAD3,SP1,STAT3,TNF	
de_Cd140_vs_A2B5 - High confidence	 	iron	 	chemical - endogenous mammalian	 	0.816	 	0.034	0.733	1.34E-03	CCNB1,CCND1,CEBPA,GADD45B,HIF1A,IL6,TNF	Ap1,CCL2,CDKN1A,CEBPB,CTNNB1,Creb,FOXO1,IL6,MAPT,NFATC1,NFKBIA,NFkB (complex),PI3K (complex),RB1,RELA,SMAD3,SQSTM1,STAT3,TP53,iron	
de_Cd140_vs_A2B5 - High confidence	 	FCER1G	4.810	transmembrane receptor	 	1.321	 	0.092	1.101	1.36E-03	CCL3,CCL4,IL1B,IL1RN,IL6,TNF	ATP,Ap1,CEBPA,CEBPB,CREB1,CTNNB1,FCER1G,FOS,FOXO1,HMGB1,IL10,IRF8,JUN,NFKB1,NFKBIA,NFkB (complex),PI3K (complex),PPARG,STAT1,STAT3,TSC22D3,histamine	
de_Cd140_vs_A2B5 - High confidence	 	anandamide	 	chemical - endogenous mammalian	 	-1.109	 	0.065	-1.264	1.36E-03	FOS,IL1B,IL6,MMP2,PPARG,TNF	Akt,Ap1,FOSL1,FOXO1,HIF1A,IL17A,JUN,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,PARP1,RB1,RELA,SIRT1,SP1,STAT3,TP53,ZFP36,anandamide,nitric oxide	
de_Cd140_vs_A2B5 - High confidence	 	LYN	 	kinase	 	-0.158	 	-0.085	0.063	1.39E-03	CCL3L3,CCL4,CD40,CD86,IL1A,IL1B,IL6,MITF,TNF	Ap1,BTK,CBL,CCL3L3,CREB1,Fibrinogen,ICAM1,LYN,NFATC2,NFKB1,NFKBIA,NFKBIB,NFkB (complex),NOTCH1,REL,STAT3,TLR2	
de_Cd140_vs_A2B5 - High confidence	 	GW501516	 	chemical drug	 	 	 	 	 	1.47E-03	ACSL1,APOD,CCND1,CFD,FABP3,GPD1,IL1A,IL1B,IL6,LIPG	Ap1,CEBPB,CEBPD,FOS,FOXO1,GW501516,Ins1,JUN,MAPK8,NFKBIA,NFkB (complex),NR1H3,PDPK1,PPARA,PPARD,PPARG,RELA,RXRA,SIRT1,SMAD3,SREBF1,THRB	
de_Cd140_vs_A2B5 - High confidence	 	ARNT	 	transcription regulator	 	0.800	 	0.191	0.266	1.47E-03	ALDOC,CCR5,CCR7,CDCP1,CYP1B1,FURIN,HGF,HIF1A,LOXL2,S1PR1,UBE2C	ARNT,CTNNB1,EP300,HIF1A,NFkB (complex),RELA,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	12(S)-hydroxyeicosatetraenoic acid	 	chemical - endogenous non-mammalian	 	 	 	 	 	1.48E-03	IL6,PPARG,TNF	12(S)-hydroxyeicosatetraenoic acid,Ap1,CREBBP,CTNNB1,Creb,FOXO1,HIF1A,Ikb,Insulin,JUN,NCOA2,NFKBIA,NFkB (complex),P38 MAPK,PPARA,PPARD,PPARG,RELA,RXRA,SIRT1,SP1,STAT3,TP53,ZFP36,leukotriene B4	
de_Cd140_vs_A2B5 - High confidence	 	AGI-1067	 	chemical drug	 	 	 	 	 	1.48E-03	IL1B,IL6,TNF	AGI-1067,Ap1,CEBPB,ERK1/2,ESR1,FOS,FOSL1,JUN,Jnk,NFATC2,NFKB1,NFkB (complex),Nfat (family),P38 MAPK,RELA,SP1,STAT3,ZFP36	
de_Cd140_vs_A2B5 - High confidence	 	APCS	 	other	 	 	 	 	 	1.48E-03	CD163,FCGR2A,SIRPA	 	
de_Cd140_vs_A2B5 - High confidence	 	AQP4	-3.305	transporter	 	 	 	 	 	1.48E-03	AQP4,IL1B,IL6	AQP4,ATP,HMGB1,NFKB1,NFkB (complex),STAT1,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	ARID5A	 	transcription regulator	 	 	 	 	 	1.48E-03	IL6,PPARG,TNF	ARID5A,CEBPB,IL6,IRF8,NFKBIA,NFkB (complex),RELA,SPI1,STAT1,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	CCDC80	 	other	 	 	 	 	 	1.48E-03	CCND1,CEBPA,PPARG	Ap1,CCDC80,CEBPB,CEBPD,Ins1,PPARG,RXRA	
de_Cd140_vs_A2B5 - High confidence	 	CD5L	5.337	transmembrane receptor	 	 	 	 	 	1.48E-03	IL1B,TLR2,TNF	CASP1,CD5L,CXCL2,Ccl2,Gm21596/Hmgb1,JUNB,NFkB (complex),PYCARD,RELA,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	CYP4A11	 	enzyme	 	 	 	 	 	1.48E-03	AGT,MMP9,SGK1	 	
de_Cd140_vs_A2B5 - High confidence	 	DGKZ	 	kinase	 	 	 	 	 	1.48E-03	CCND1,IL6,TNF	Akt,Ap1,CEBPB,CTNNB1,DGKZ,ERK,ERK1/2,FOS,FOSL1,FOXO1,FOXO3,HIF1A,NFKB1,NFkB (complex),NR4A1,RAS,RB1,RELA,SP1,STAT3,TP53	
de_Cd140_vs_A2B5 - High confidence	 	DLG4	 	kinase	 	 	 	 	 	1.48E-03	FOS,HTR2A,KCND2	 	
de_Cd140_vs_A2B5 - High confidence	 	FANCA	 	other	 	 	 	 	 	1.48E-03	HES1,IL1B,TNF	Ap1,EIF2AK2,FANCA,FANCC,FOS,IRF1,Jnk,NFKBIA,NFkB (complex),RELA,STAT1,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	GSKJ4	 	chemical reagent	 	 	 	 	 	1.48E-03	CD40,CD83,CD86	 	
de_Cd140_vs_A2B5 - High confidence	 	HDAC10	 	transcription regulator	 	 	 	 	 	1.48E-03	MITF,MMP2,MMP9	CTNNB1,HDAC10,MMP9,NFKB1,NFkB (complex),NOTCH1,PAX3,RELA,RNA polymerase II,TP53	
de_Cd140_vs_A2B5 - High confidence	 	HYOU1	 	other	 	 	 	 	 	1.48E-03	IL6,PECAM1,TNF	ATP,Akt,CYLD,CpG ODN 1826,FOXO1,Gm21596/Hmgb1,HIF1A,HMGB1,HYOU1,IRF8,NFKB1,NFKBIA,NFkB (complex),RB1,RELA,STAT1,STAT3,VEGFA	
de_Cd140_vs_A2B5 - High confidence	 	MIA-602	 	chemical reagent	 	 	 	 	 	1.48E-03	IGF1,IL1B,TNF	 	
de_Cd140_vs_A2B5 - High confidence	 	NCR3	 	transmembrane receptor	 	 	 	 	 	1.48E-03	CCL3,CCL4,TNF	Ap1,BCL10,CBL,CEBPB,ERK1/2,FOS,FOSL1,FYN,HMGB1,IRF3,Jnk,NCR3,NFKB1,NFKBIA,NFkB (complex),RELA,SP1,STAT1,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	OCLN	 	other	 	 	 	 	 	1.48E-03	MMP2,MMP3,MMP9	Ap1,CTNNB1,FOXO1,HIF1A,NFkB (complex),OCLN,PI3K (complex),PPARG,RNA polymerase II,SIRT1,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	PON2	-1.269	enzyme	 	 	 	 	 	1.48E-03	CXCL2,IL6,TNF	AHR,Ap1,CEBPB,Ca2+,JUN,LDL,NFATC1,NFE2L2,NFKB1,NFkB (complex),NR4A1,PON2,RELA,SP1,SREBF1,STAT1,STAT3,cholesterol	
de_Cd140_vs_A2B5 - High confidence	 	RBCK1	 	transcription regulator	 	 	 	 	 	1.48E-03	CCNB1,CCND1,ICAM1	CDKN2A,HDAC3,IKK (complex),NFKB1,NFKBIA,NFKBIB,NFkB (complex),RBCK1,REL,RELA,STAT1,STAT3	
de_Cd140_vs_A2B5 - High confidence	 	Tlr13	 	other	 	 	 	 	 	1.48E-03	IL1B,IL6,TNF	Ap1,CEBPB,FOSL1,IRF1,IRF5,IRF8,Mapk,NFKB1,NFKBIA,NFkB (complex),RELA,RNA polymerase II,SP1,STAT1,STAT3,Tlr13	
de_Cd140_vs_A2B5 - High confidence	 	ULBP1	 	transmembrane receptor	 	 	 	 	 	1.48E-03	CCL4,CD83,TNF	 	
de_Cd140_vs_A2B5 - High confidence	 	dehydrocostus lactone	 	chemical - endogenous non-mammalian	 	 	 	 	 	1.48E-03	CCNB1,MMP2,MMP9	Akt,FOXO1,HIF1A,NFkB (complex),RB1,RELA,dehydrocostus lactone	
de_Cd140_vs_A2B5 - High confidence	 	domoic acid	 	chemical toxicant	 	 	 	 	 	1.48E-03	FOS,IL1B,TNF	Ap1,CEBPB,CREB1,ERK1/2,FOS,FOSL1,FOXO1,JUN,L-glutamic acid,MAP2K1/2,NFKB1,NFkB (complex),P38 MAPK,RAF1,RELA,SMAD3,SP1,STAT3,ZFP36,domoic acid	
de_Cd140_vs_A2B5 - High confidence	 	epoxyeicosatrienoic acid analog A	 	chemical reagent	 	 	 	 	 	1.48E-03	IL1B,IL6,TNF	 	
de_Cd140_vs_A2B5 - High confidence	 	epoxyeicosatrienoic acid analog B	 	chemical reagent	 	 	 	 	 	1.48E-03	IL1B,IL6,TNF	 	
de_Cd140_vs_A2B5 - High confidence	 	farnesyl transferase	 	complex	 	 	 	 	 	1.48E-03	CRYAB,HBEGF,IL6	Ap1,CEBPB,CTNNB1,ERK,ERK1/2,FOS,FOSL1,HSF1,KRAS,MYC,Mek,NFKB1,NFKBIA,NFkB (complex),RELA,SP1,STAT3,TP53,farnesyl transferase	
de_Cd140_vs_A2B5 - High confidence	 	ganglioside GD1a	 	chemical - endogenous mammalian	 	 	 	 	 	1.48E-03	CD40,HGF,TNF	APP,Ap1,CEBPB,Creb,EP300,FOSL1,IL6,Mapk,NFKB1,NFKB2,NFKBIA,NFkB (complex),REL,RELA,RELB,SP1,STAT1,STAT3,ganglioside GD1a	
