© 2000-2023 QIAGEN. All rights reserved.

Analysis Details for My Projects->Aging_scRNA->E2F6vsEGFP - 2023-01-29 06:52 PM
Workspace	My Projects
Project	Aging_scRNA
Analysis	E2F6vsEGFP - 2023-01-29 06:52 PM
Date	Sun Jan 29 15:52:42 PST 2023
Analysis ID	40216311

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Aging_scRNA->E2F6vsEGFP - 2023-01-29 06:52 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ZBED6	 	transcription regulator	 	 	 	 	 	4.46E-02	ARL4C,DLGAP5,NASP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	disulfiram	 	chemical drug	 	 	 	 	 	4.46E-02	BRCA1,SMC2,USP1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	miR-3648 (miRNAs w/seed GCCGCGG)	 	mature microrna	 	0.640	 	0.184	0.192	4.47E-02	CTNNB1,DNMT1,H2AX,JUNB,TLE2,TMEM158	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	TAFAZZIN	 	enzyme	 	-0.811	 	-0.033	-0.701	4.50E-02	ANXA5,CCN1,CDCA7,CDK6,H2AX,HELLS,LDHA,LENG8,MAD2L1,PCNA,PKM,TPI1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	LIF	 	cytokine	 	-1.124	 	-0.051	-1.002	4.50E-02	CDKN1A,E2F1,EGR1,FOS,HES5,ID2,JUNB,MT-ND3,NPY,OLIG1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RORC	 	ligand-dependent nuclear receptor	Activated	2.433	 	0.008	2.414	4.51E-02	ATP1B1,COL1A2,ENO1,GSTP1,IDH2,LDHA,PGAM1,PKM,TPI1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	GMNN	-0.389	transcription regulator	 	0.000	 	0.170	-0.340	4.52E-02	CDKN1A,CTNNB1,IER5,PDGFRA,TEAD2	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	(20S,23)-dihydroxyvitamin D3	 	chemical - endogenous mammalian	 	 	 	 	 	4.62E-02	COL1A2	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	(6E,8Z,11Z,14Z)-(5S)-5-hydroperoxyeicosa-6,8,11,14-tetraenoic acid	 	chemical - endogenous mammalian	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	(S)-flurbiprofen	 	chemical drug	 	 	 	 	 	4.62E-02	JUNB	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	1-(3-chlorophenyl)piperazine	 	chemical drug	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	1-o-hexadecyl-2-o-methyl-rac-glycerol	 	chemical - kinase inhibitor	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	1R,20,23-trihydroxyvitamin D3	 	chemical - endogenous mammalian	 	 	 	 	 	4.62E-02	COL1A2	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	1alpha,20-dihydroxyvitamin D3	 	chemical - endogenous mammalian	 	 	 	 	 	4.62E-02	COL1A2	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	2-hydroxy-imino phenylpyruvic acid	 	chemical reagent	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	2-keto-4-methylthiobutyric acid	 	chemical - endogenous mammalian	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	2-methoxy-N-(3-methyl-2-oxo-1,4-dihydroquinazolin-6-yl)benzenesulfonamide	 	chemical reagent	 	 	 	 	 	4.62E-02	AURKB	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	2-methoxycinnamaldehyde	 	chemical - endogenous non-mammalian	 	 	 	 	 	4.62E-02	HMGB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	2-methylthio-ATP	 	chemical reagent	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	20S-hydroxyvitamin-d3	 	chemical - endogenous mammalian	 	 	 	 	 	4.62E-02	COL1A2	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	3-O-methylglucose	 	chemical reagent	 	 	 	 	 	4.62E-02	TXNIP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	5,5-dimethyl-1-pyrroline-1-oxide	 	chemical reagent	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	5-thio-D-glucose	 	chemical reagent	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ACER3	 	enzyme	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ADAMTS5	 	peptidase	 	 	 	 	 	4.62E-02	VCAN	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ADCY1	 	enzyme	 	 	 	 	 	4.62E-02	GRIA1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	AG-270	 	chemical drug	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	AGI-1095	 	chemical reagent	 	 	 	 	 	4.62E-02	EGR1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	AGRO 100	 	chemical drug	 	 	 	 	 	4.62E-02	NCL	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	APBA1	 	transporter	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	APC2	 	enzyme	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ARHGEF12	 	other	 	 	 	 	 	4.62E-02	RHOA	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ARHGEF28	 	other	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ASIC1	 	ion channel	 	 	 	 	 	4.62E-02	GRIA1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	BACE1-AS	 	other	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	BATF2	 	transcription regulator	 	 	 	 	 	4.62E-02	CCN1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	BMS-214662	 	chemical drug	 	 	 	 	 	4.62E-02	E2F1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	BTG3	 	other	 	 	 	 	 	4.62E-02	KDM6B	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	CACYBP	 	other	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	CCDC65	 	other	 	 	 	 	 	4.62E-02	ENO1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	CD1530	 	chemical reagent	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	CDC23	 	enzyme	 	 	 	 	 	4.62E-02	PTTG1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	CDC7	 	kinase	 	 	 	 	 	4.62E-02	MCM4	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	CENPL	 	other	 	 	 	 	 	4.62E-02	CCNE2	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	CGGBP1	 	transcription regulator	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	CHIR-124	 	chemical reagent	 	 	 	 	 	4.62E-02	RRM2	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	CP-724,714	 	chemical drug	 	 	 	 	 	4.62E-02	PHGDH	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	CRTAP	 	other	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	CTDNEP1	 	phosphatase	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	CTDSPL	 	other	 	 	 	 	 	4.62E-02	E2F1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	CYRIA	 	other	 	 	 	 	 	4.62E-02	ITGB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	Camkk	 	group	 	 	 	 	 	4.62E-02	GRIA1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	Cops2	 	transcription regulator	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	DAPK3	 	kinase	 	 	 	 	 	4.62E-02	BIRC5	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	DBF4B	 	other	 	 	 	 	 	4.62E-02	H2AX	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	DDAH2	 	enzyme	 	 	 	 	 	4.62E-02	SCGN	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	DPH1	 	enzyme	 	 	 	 	 	4.62E-02	EEF2	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	DPP10-AS1	 	other	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	DPP3	 	peptidase	 	 	 	 	 	4.62E-02	CDK1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	Dancr	 	other	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	E-c-HDMAPP	 	chemical reagent	 	 	 	 	 	4.62E-02	CCND2	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	E2f-Dp1	 	complex	 	 	 	 	 	4.62E-02	BRCA1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ECE1	 	peptidase	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ELAC2	 	enzyme	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ELDR	 	other	 	 	 	 	 	4.62E-02	PCNA	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ELOC	 	transcription regulator	 	 	 	 	 	4.62E-02	HNRNPA2B1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	EWSR1-WT1	 	fusion gene/product	 	 	 	 	 	4.62E-02	EGR1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	FBXL12	 	other	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	FBXL2	 	other	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	FRAT1	 	other	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	GABRG2	 	ion channel	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	GAD1	0.464	enzyme	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	GALR2	 	g-protein coupled receptor	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	GET1	 	other	 	 	 	 	 	4.62E-02	CAMLG	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	GFPT2	 	enzyme	 	 	 	 	 	4.62E-02	VIM	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	GJA3	 	transporter	 	 	 	 	 	4.62E-02	GJA1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	GPBP1	 	transcription regulator	 	 	 	 	 	4.62E-02	TOP2A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	GPC2	 	other	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	GRAP	 	other	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	GYKI 52466	 	chemical drug	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	HEY1-NCOA2	 	fusion gene/product	 	 	 	 	 	4.62E-02	PDGFRA	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	HUS1	 	kinase	 	 	 	 	 	4.62E-02	BBC3	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	IDE	 	peptidase	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ING5	 	other	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	INTERLEUKIN	 	group	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ITGA7	 	other	 	 	 	 	 	4.62E-02	ITGB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ITM2B	 	other	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	Importin alpha	 	group	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	KHDRBS2	 	other	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	KLHL40	 	other	 	 	 	 	 	4.62E-02	TP53INP1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	LINC00958	 	other	 	 	 	 	 	4.62E-02	MKI67	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MAGEA2/MAGEA2B	 	other	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MAGEA4	 	other	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MAML2	 	transcription regulator	 	 	 	 	 	4.62E-02	HES5	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MAML3	 	transcription regulator	 	 	 	 	 	4.62E-02	HES5	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MAPK8IP2	 	other	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MARCHF6	 	enzyme	 	 	 	 	 	4.62E-02	DHX9	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MCF2L	 	other	 	 	 	 	 	4.62E-02	RHOA	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MCM2	 	enzyme	 	 	 	 	 	4.62E-02	MCM4	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MCM3	-0.381	enzyme	 	 	 	 	 	4.62E-02	MCM4	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MCPH1	 	other	 	 	 	 	 	4.62E-02	BRCA1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MHY1485	 	chemical reagent	 	 	 	 	 	4.62E-02	MAPT	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MI-63	 	chemical reagent	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MIR5590	 	microrna	 	 	 	 	 	4.62E-02	VIM	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MIR585	 	microrna	 	 	 	 	 	4.62E-02	PARP1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MLXIP	 	transcription regulator	 	 	 	 	 	4.62E-02	TXNIP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MRGPRX1	 	g-protein coupled receptor	 	 	 	 	 	4.62E-02	EGR1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MS049	 	chemical reagent	 	 	 	 	 	4.62E-02	VIM	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MSH3	 	enzyme	 	 	 	 	 	4.62E-02	H2AX	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MSK1/2	 	group	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MTHFR	 	enzyme	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MUC20-OT1	 	other	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MYLK3	 	kinase	 	 	 	 	 	4.62E-02	CAMK2D	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MYO9B	 	enzyme	 	 	 	 	 	4.62E-02	RHOA	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	MYSM1	 	enzyme	 	 	 	 	 	4.62E-02	H2AX	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	N(omega)-hydroxyarginine	 	chemical - endogenous mammalian	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NAGLU	 	enzyme	 	 	 	 	 	4.62E-02	MAPT	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NAT8	 	transcription regulator	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NAT8B	 	enzyme	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NCAPD3	-0.289	other	 	 	 	 	 	4.62E-02	E2F1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NEFH	 	other	 	 	 	 	 	4.62E-02	CDK4	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NEK4	 	kinase	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NGB	 	transporter	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NIF3L1	 	other	 	 	 	 	 	4.62E-02	ASCL1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NPBWR1	 	g-protein coupled receptor	 	 	 	 	 	4.62E-02	NPY	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NPC 15437	 	chemical drug	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NPS	 	other	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NRIR	 	other	 	 	 	 	 	4.62E-02	CDK4	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NSA2	 	other	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NSF	 	transporter	 	 	 	 	 	4.62E-02	GRIA2	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NTN4	 	other	 	 	 	 	 	4.62E-02	TJP1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	NU 7442	 	chemical drug	 	 	 	 	 	4.62E-02	EGR1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	OMG	 	g-protein coupled receptor	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	ORC1	 	other	 	 	 	 	 	4.62E-02	MCM4	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	OSI-027	 	chemical drug	 	 	 	 	 	4.62E-02	BBC3	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	PCBP4	 	other	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	PEX2	 	other	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	PFDN1	 	other	 	 	 	 	 	4.62E-02	PFDN5	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	PHF5A	 	other	 	 	 	 	 	4.62E-02	GJA1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	PICALM	 	other	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	PLA2	 	group	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	POLDIP3	 	other	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	POU4F3	 	transcription regulator	 	 	 	 	 	4.62E-02	FOS	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	PPM1E	 	phosphatase	 	 	 	 	 	4.62E-02	VIM	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	PRMT3	 	enzyme	 	 	 	 	 	4.62E-02	RPS2	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	PRPF8	 	other	 	 	 	 	 	4.62E-02	MDM4	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RALY	 	transcription regulator	 	 	 	 	 	4.62E-02	E2F1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RBMS3	 	other	 	 	 	 	 	4.62E-02	CDK4	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RECQL5	 	enzyme	 	 	 	 	 	4.62E-02	PARP1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RER1	 	other	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RETREG3	 	other	 	 	 	 	 	4.62E-02	COL1A2	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RGS20	 	enzyme	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RHBDF2	 	other	 	 	 	 	 	4.62E-02	ADAM17	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RK-33	 	chemical reagent	 	 	 	 	 	4.62E-02	BIRC5	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RNF112	 	transcription regulator	 	 	 	 	 	4.62E-02	TAC3	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RPN2	-0.547	enzyme	 	 	 	 	 	4.62E-02	GSTP1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RPS19	0.525	other	 	 	 	 	 	4.62E-02	MIF	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RPS4Y1	0.299	other	 	 	 	 	 	4.62E-02	VIM	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RTN2	 	other	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	RTN3	 	other	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	Rbx1	 	enzyme	 	 	 	 	 	4.62E-02	PTTG1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	Rmst	 	other	 	 	 	 	 	4.62E-02	DNMT3A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SALL2	 	transcription regulator	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SB 559457	 	chemical reagent	 	 	 	 	 	4.62E-02	GAPDH	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SCN1A	 	ion channel	 	 	 	 	 	4.62E-02	VIM	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SD-1008	 	chemical drug	 	 	 	 	 	4.62E-02	BIRC5	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SELENOH	 	other	 	 	 	 	 	4.62E-02	H2AX	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SELENOP	 	other	 	 	 	 	 	4.62E-02	PCNA	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SF3A3	 	other	 	 	 	 	 	4.62E-02	MDM4	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SLC11A2	 	transporter	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SLC52A1	 	transporter	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SLC9A6	 	transporter	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SNRPA	 	other	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SNRPA1	 	other	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SNRPB	-0.475	other	 	 	 	 	 	4.62E-02	LDHA	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SORCS1	 	transporter	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SP-141	 	chemical reagent	 	 	 	 	 	4.62E-02	E2F1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SPON1	 	other	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SRI-011381	 	chemical reagent	 	 	 	 	 	4.62E-02	PROM1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SRSF10	-0.357	other	 	 	 	 	 	4.62E-02	GRIA2	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SRT3025	 	chemical drug	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	STK38L	 	kinase	 	 	 	 	 	4.62E-02	ITGB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	STXBP4	 	other	 	 	 	 	 	4.62E-02	ITGB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SYMPK	 	other	 	 	 	 	 	4.62E-02	TJP1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	SYNJ1	 	phosphatase	 	 	 	 	 	4.62E-02	APP	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	TEX10	 	other	 	 	 	 	 	4.62E-02	CTNNB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	TFA-12	 	chemical reagent	 	 	 	 	 	4.62E-02	HES5	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	TIAM2	 	enzyme	 	 	 	 	 	4.62E-02	VIM	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	TLN2	 	other	 	 	 	 	 	4.62E-02	ITGB1	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	TRE-TTC2-1/2	 	group	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	TSPYL2	 	other	 	 	 	 	 	4.62E-02	CDKN1A	 	
E2F6vsEGFP - 2023-01-29 06:52 PM	 	TUBB3	 	other	 	 	 	 	 	4.62E-02	ANXA5	 	
