© 2000-2023 QIAGEN. All rights reserved.

Analysis Details for My Projects->Aging_scRNA->ZNF274vsEGFP - 2023-01-29 06:53 PM
Workspace	My Projects
Project	Aging_scRNA
Analysis	ZNF274vsEGFP - 2023-01-29 06:53 PM
Date	Sun Jan 29 15:53:30 PST 2023
Analysis ID	40216313

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Aging_scRNA->ZNF274vsEGFP - 2023-01-29 06:53 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	Ngf	 	group	 	-1.073	 	-0.160	-0.657	4.61E-06	BBC3,CDKN1A,EGR1,FOS,MYBL2,ODC1,TUBB3	CEBPB,Creb,E2F1,ELK1,EP300,HDAC1,Hdac,JUN,MYC,Mapk,NFKBIA,NFkB (complex),Ngf,RAS,RB1,RELA,SP1,STAT,STAT3,nitric oxide	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	ADRA1B	 	g-protein coupled receptor	 	 	 	 	 	4.74E-06	CDKN1A,CSRP2,EGR1,FOS,NFIX,NPY	ADRA1B,AR,CREB1,Creb,ELK1,ELK4,ERK1/2,ETS1,JUN,LEP,MAPK3,NFKBIA,NFkB (complex),PRKCE,RB1,RELA,SP1,STAT,STAT3,TP63	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	apomorphine	 	chemical drug	Inhibited	-2.151	 	-0.016	-2.115	4.94E-06	BAX,EGR1,FOS,GJA1,NOTCH1	AKT1,BRCA1,Creb,ELK1,ELK4,EP300,ERK1/2,ETS1,FGF2,FOXO3,Growth hormone,JUN,NFkB (complex),Pka,RELA,SP1,SRF,STAT3,STAT5A,apomorphine	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	trichostatin A	 	chemical drug	 	0.497	 	-0.050	0.715	5.03E-06	ACTB,ATAD2,ATP5ME,BAX,BBC3,BCL11A,BTG1,CCND2,CDKN1A,FOS,GADD45G,HMGB1,HNRNPD,NDUFA12,NOTCH1,RPL13,STMN1,TALDO1,TMSB10/TMSB4X,TRA2B,TUBB3,TXNIP,VCAN,YWHAE,ZEB1	Akt,BRCA1,CTNNB1,ESR2,FOXO3,HDAC1,IFNG,JUN,NFkB (complex),RELA,SP1,STAT3,TNF,TP53,TP63,YAP1,decitabine,trichostatin A	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	TBP	 	transcription regulator	 	 	 	 	 	5.05E-06	ACTB,CDKN1A,FOS,GAPDH,H2BC9,RANBP1,RPL31	GTF2B,RNA polymerase II,TBP	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	WNT1	 	cytokine	 	1.937	 	-0.153	2.339	5.06E-06	CALB2,CCND2,CDKN1A,DHFR,EGR1,FOS,GADD45G,JUNB,TLE1	AR,CEBPB,Creb,E2F1,ELK1,EP300,ERBB2,ERK,HDAC1,JUN,NFKBIA,NFkB (complex),RB1,RBL1,RELA,RNA polymerase II,SP1,SRF,STAT,STAT3,TSC2,WNT1	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	L-glutamic acid	 	chemical - endogenous mammalian	 	-1.147	 	-0.139	-0.745	5.37E-06	ACTB,ATP5ME,BAX,CDKN1A,EGR1,FOS,JUNB,MT-ND3,NPY	APP,CREB1,Creb,ELK1,ELK4,FOXO3,JUN,L-glutamic acid,LEP,MAPK3,NFkB (complex),NGF,RELA,SP1,STAT,STAT3,TP53,nitric oxide	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	CD28	 	transmembrane receptor	Inhibited	-3.212	 	-0.144	-2.679	5.71E-06	ATP5F1C,BTG1,CCND2,COX6C,FOS,GAPDH,HAT1,HELLS,HMGN1,HMGN2,ILF2,MACROH2A1,ODC1,SNRPB	CD28,CD3,FOXM1,JUN,PTEN,RELA,SP1,STAT3,Shc,TP53	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	forskolin	 	chemical toxicant	 	-0.336	 	-0.105	0.085	5.83E-06	ACTB,ARL4C,BTG2,CCND2,CDKN1A,EGR1,FOS,GADD45G,GJA1,H2AC20,JUNB,MIF,NPY,ODC1,PGK1,RPS11,RPS20,TAGLN2,TXNIP,VCAN,ZEB1	CDKN2A,CREB1,Ca2+,Creb,ELK1,ERK1/2,ETS1,FOS,FOXO3,FSH,IGF1,JUN,NFkB (complex),RELA,SP1,STAT3,STAT5A,cyclic AMP,forskolin	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	HIF1A	 	transcription regulator	 	-0.359	 	-0.121	0.115	5.87E-06	BAX,CDKN1A,FOS,GAPDH,GJA1,H1-2,H2AC20,HES6,MCM7,MIF,MT-CO3,MT-ND1,NDUFA11,NDUFA12,NOTCH1,PGK1,TPI1,UQCR11	AMPK,AR,BRCA1,CDKN2A,Creb,EP300,GLI1,HIF1A,JUN,MAX,NFKBIA,NFkB (complex),PPARGC1A,RACK1,RELA,SP1,STAT3,TP53,TP63,VEGFA	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	CLPB	 	transcription regulator	Activated	2.236	 	0.230	1.722	5.93E-06	NDUFA11,NDUFA12,NDUFA13,NDUFA6,UQCRQ	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	RAF1	 	kinase	 	-0.838	 	-0.202	-0.178	5.97E-06	ACAT2,BTG1,CDKN1A,EGR1,FOS,HMGB3,MYBL2,NPY,RPS2,TUBB2A,TXNIP	CDK2,Creb,ELK1,ELK4,EP300,FOS,HDAC2,Hdac,IL6,MAPK3,MYC,NCOA1,NFkB (complex),RAF1,RAS,RB1,RBL1,RELA,RNA polymerase II,Rb,SP1,SRF,STAT3,TFDP1	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	CREB1	 	transcription regulator	 	0.037	 	-0.079	0.315	6.46E-06	AKAP8L,ATP5ME,BTG2,CALB2,CDKN1A,CSRP2,EGR1,FOS,GAD2,GADD45G,JUNB,MARCKSL1,MYBL2,NOTCH1,NPY,STMN1,TAGLN2,UQCRQ	CREB1,CREM,Creb,EGR2,ELK1,EP300,ERK,ESR2,JUN,NFKBIA,NFkB (complex),RB1,REL,RELA,SRF,STAT,STAT3,TSH	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	RBL1	 	transcription regulator	 	0.358	 	0.163	-0.066	6.59E-06	CDKN1A,DHFR,FOS,MCM7,MYBL2,NOTCH1,ZEB1	Akt,CCNA2,CDK2,CTNNB1,E2F1,E2F2,E2F5,FOXM1,GLI1,JUN,NFkB (complex),RB1,RBL1,RELA,RNA polymerase II,Rb,SP1,STAT3,TFDP1,TP53,YAP1	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	torkinib	 	chemical drug	Activated	2.289	 	0.024	2.217	6.97E-06	BBC3,BTG1,CCNB1IP1,CLSPN,EGR1,GINS2,GJA1,H1-2,NOTCH1,TXNIP	ELK1,FOXO3,JUN,NFkB (complex),RET,torkinib	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	ADRA1	 	group	 	 	 	 	 	7.34E-06	EGR1,FOS,JUNB	ADRA1,CREB1,Ca2+,Creb,ELK1,ERK,ERK1/2,ETS1,FOS,FOXO3,HDAC2,JUN,Mapk,NFkB (complex),RELA,SP1,SRF,STAT,STAT3,TP53	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	FT671	 	chemical - protease inhibitor	 	 	 	 	 	7.34E-06	BBC3,CDKN1A,RPS27L	CDKN2A,EP300,FT671,HDAC1,MDM2,MDM4,TP73	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	PPP1R13B	 	phosphatase	 	 	 	 	 	7.34E-06	BAX,BBC3,CDKN1A	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	4-hydroxytamoxifen	 	chemical drug	 	1.036	 	-0.116	1.390	8.05E-06	BAX,CDKN1A,EGR1,FOS,H2AZ1,JUNB,PDCD5,RASD1,RGS16,ZEB1	4-hydroxytamoxifen,Creb,ELK1,ELK4,EP300,ERK1/2,ESR1,ETS1,GPER1,JUN,MAPK1,NFKBIA,NFkB (complex),PTPN11,RELA,SP1,STAT,STAT3,STAT5A	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	BRCA1	 	transcription regulator	 	1.012	 	-0.060	1.180	8.05E-06	ACTB,BAX,CDKN1A,DDB2,EGR1,HNRNPD,NOTCH1,POU2F1,RRM2B,VCAN	AR,BRCA1,CREB1,Creb,ELK1,EP300,ERK1/2,ESR1,ETS1,FOXO3,JAK2,JUN,NFkB (complex),PARP1,RARA,RELA,SP1,STAT3,TP53,TP63	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	DDB1	 	other	 	-1.432	 	-0.142	-1.119	8.36E-06	BBC3,BTG2,CDKN1A,EGR1,FOS	DDB1,DDB2,NFkB (complex),SP1,TFAP2A	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	ZBTB33	 	transcription regulator	 	 	 	 	 	8.42E-06	BAX,BBC3,CDKN1A,PGK1	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	IPMK	 	kinase	 	-1.671	 	-0.178	-1.242	8.53E-06	ACTB,FOS,JUNB,MYL6,PFN1,TAGLN2	AR,ELK1,ESR2,FOS,IPMK,JUN,MYC,SRF	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	Z-LLL-CHO	 	chemical - protease inhibitor	 	0.009	 	-0.130	0.467	9.65E-06	ACTB,BAX,BBC3,CCND2,CDKN1A,DDB2,DHFR,FOS,ODC1,PFN1,RANBP1,RPLP0,STMN1,UBE2N	CEBPA,CEBPB,Creb,E2F1,ESR2,FOXO3,HDAC1,JAK2,JUN,NFkB (complex),P38 MAPK,RELA,Rb,SP1,STAT3,TP53,TP63,TP73,Z-LLL-CHO	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	CD40	 	transmembrane receptor	Inhibited	-2.370	 	-0.183	-1.770	9.73E-06	BAX,CCND2,CDKN1A,COX6C,FOS,GAPDH,NDUFA12,NDUFA13,NDUFA6,NDUFB1,ODC1,TPI1,UQCRQ	CD40,CDK9,ELK1,EP300,ESR1,JUN,MYC,NFKBIA,NFkB (complex),PRKCB,PRKCE,RB1,RELA,RNA polymerase II,STAT3,STAT5A,VDR,estrogen receptor	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	F2	 	peptidase	 	-0.954	 	-0.205	-0.272	1.01E-05	BAX,CALD1,CCND2,CDKN1A,DAAM1,EGR1,FOS,JUNB,MIF,MYBL2,TAGLN2,TUBB3	CDKN2A,Creb,ERK1/2,ETS1,F2,FGF2,FOXO3,HDAC1,IGF1,JUN,NFYA,NFkB (complex),P38 MAPK,RELA,SP1,STAT3,STAT5A,TGFB1,TP63	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	medroxyprogesterone acetate	 	chemical drug	 	0.464	 	-0.149	1.012	1.05E-05	BAX,BBC3,BTG2,CCND2,CDKN1A,DDB2,ENC1,HES6,JUNB,MCM7,ODC1,RANBP1,RRM2B,TMSB10/TMSB4X,VCAN,ZMAT3	Akt,BRCA1,CTNNB1,ELK1,ERK,ERK1/2,ESR2,ETS1,JUN,MYC,NFkB (complex),RELA,SP1,SRF,STAT,STAT3,TP53,YAP1,beta-estradiol,medroxyprogesterone acetate	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	CDK9	 	kinase	 	 	 	 	 	1.06E-05	CCND2,CDKN1A,FOS,HNRNPH1,MYBL2,ODC1	BRD4,CDK9,Histone h3,NFkB (complex),P-TEFb,POLR2A,RELA,RNA polymerase II,SP1	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	ERBB3	 	kinase	 	-0.557	 	-0.031	-0.470	1.06E-05	ACTB,BAX,CCND2,CDKN1A,EGR1,HMGB1,PHGDH,STMN1	AR,Creb,ELK1,EPAS1,ERBB2,ERBB3,ERK1/2,ESR2,ETS1,FOXO3,JUN,NFkB (complex),NRG1,PI3K (complex),RB1,RELA,RNA polymerase II,SP1,STAT3,TSC2	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	metformin	 	chemical drug	 	-0.179	 	0.067	-0.405	1.08E-05	ATF7IP,BAX,CCND2,CDKN1A,DHFR,FOS,GADD45G,GLO1,HMGB1,NPY,PHLDA3,TXNIP	CDKN2A,Creb,D-glucose,EP300,FOXG1,FOXO3,IGF1,IL6,INHBA,MDM4,NCOA1,NFKBIA,NFkB (complex),PDX1,RB1,RELA,SP1,STAT3,STAT5A,TP63,caspase,metformin	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	fluoride	 	chemical - endogenous mammalian	 	1.342	 	-0.031	1.411	1.09E-05	BAX,FOS,H2AZ1,RPS16,TUBA1B,TUBB2A,TUBB3	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	GAS2L3	 	other	 	-1.982	 	0.230	-2.439	1.11E-05	BTG2,CCND2,CDKN1A,ZMAT3	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	asciminib	 	chemical drug	Activated	2.000	 	0.230	1.540	1.11E-05	ATAD2,MCM7,NASP,RANBP1	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	SFLLRN (PAR1-activator)	 	chemical reagent	 	0.447	 	0.022	0.397	1.15E-05	ACTB,GAPDH,TAGLN2,TPI1,UBE2N	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	TAS4464	 	chemical drug	 	0.447	 	-0.105	0.681	1.15E-05	BBC3,CDKN1A,EGR1,FOS,IDH2	Akt,CTNNB1,JUN,MAX,MLXIPL,MYC,NFkB (complex),RELA,SP1,TAS4464,TP53,YAP1	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	DETA-NONOate	 	chemical reagent	 	0.806	 	-0.044	0.912	1.31E-05	CDKN1A,FOS,GLO1,ODC1,TAGLN2,TXNIP	CREB1,Ca2+,DETA-NONOate,ELK1,EP300,FOS,JUN,NFKBIA,NFkB (complex),PRKCE,PRL,RB1,RELA,SP1,STAT,STAT3,STAT5A,nitric oxide	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	fulvestrant	 	chemical drug	Activated	3.385	 	0.055	3.198	1.34E-05	BAX,CDKN1A,EGR1,FOS,GJA1,H2AZ1,HRAS,MCM7,STMN1,TXNIP,ZEB1,ZMAT3	CTNNB1,Creb,ERK1/2,ESR1,ESR2,ETS1,FOXO3,JUN,MAX,MLXIPL,MYC,NFKBIA,NFkB (complex),RARA,REL,SHC1,SP1,STAT3,STAT5A,TP53,estrogen receptor,fulvestrant,progesterone	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	miR-24-3p (and other miRNAs w/seed GGCUCAG)	 	mature microrna	 	-1.094	 	0.230	-1.598	1.34E-05	BAX,BBC3,DHFR,NOTCH1,SMAD5	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	nicotine	 	chemical drug	 	-0.812	 	-0.100	-0.522	1.36E-05	CCND2,CDKN1A,DBI,DHFR,EGR1,FOS,GJA1,ILF2,JUNB,KMT2C,ZEB1	CREB1,CTNNB1,Ca2+,Creb,ELK1,ERK1/2,ETS1,FOS,JUN,Mapk,NFkB (complex),Pka,RELA,SP1,SRC,STAT,STAT3,nicotine	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	PTP4A1	 	phosphatase	 	0.788	 	-0.058	0.951	1.37E-05	BAX,HNRNPA3,HNRNPH1,HRAS,STMN1,TAGLN2,VCAN,ZEB1	ERK1/2,ETS1,JUN,NFkB (complex),PTP4A1,SP1,STAT3	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	GAST	 	other	 	-1.294	 	-0.175	-0.840	1.37E-05	EGR1,FOS,HNRNPDL,ODC1,PGK1,RPL7,RPS19	CREB1,Ca2+,ELK1,ERK,FOS,FOXO3,GAST,HIF1A,Insulin,JAK2,JUN,MYC,NFKBIA,NFkB (complex),PRKCE,RB1,RELA,RNA polymerase II,SP1,SRF,STAT,STAT3,TP53	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	RNA polymerase II	 	complex	 	 	 	 	 	1.38E-05	ACTB,CCND2,CDKN1A,DHFR,FOS,GAPDH,JUNB,MICOS10,MYBL2,RPL10A,RPL13A,RPS21	Histone h3,NFkB (complex),RELA,RNA polymerase II,SP1	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	actinonin	 	chemical reagent	Activated	2.000	 	0.149	1.702	1.45E-05	MT-CO3,MT-CYB,MT-ND1,MT-ND3	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	6,7-dinitroquinoxaline-2,3-dione	 	chemical reagent	 	 	 	 	 	1.46E-05	EGR1,FOS,JUNB	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	6-cyano-7-nitroquinoxaline-2,3-dione	 	chemical reagent	 	 	 	 	 	1.46E-05	EGR1,FOS,JUNB	6-cyano-7-nitroquinoxaline-2,3-dione,CREB1,CREM,NFkB (complex),PRL,RB1,STAT,STAT3,STAT5A,VDR,dopamine,estrogen receptor	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	NEK10	 	kinase	 	 	 	 	 	1.46E-05	BAX,BBC3,CDKN1A	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	RASSF3	 	other	 	 	 	 	 	1.46E-05	BAX,BBC3,CDKN1A	CDKN2A,EP300,HDAC1,MDM2,MDM4,RASSF3,TP73	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	quisqualic acid	 	chemical - endogenous non-mammalian	 	 	 	 	 	1.46E-05	EGR1,FOS,JUNB	APP,CREB1,Ca2+,Creb,EP300,ERK1/2,ESR2,ETS1,FOS,JUN,NFKBIA,NFkB (complex),RELA,SP1,STAT3,TP53,quisqualic acid	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	TNF	 	cytokine	 	-0.317	 	-0.087	0.167	1.58E-05	ACTB,APLP2,BAX,BBC3,BTG1,BTG2,CCND2,CDKN1A,DBI,EGR1,FOS,GADD45G,GJA1,HLA-C,HMGB1,IDH2,JUNB,MARCKSL1,MIF,MT-CO3,MT-CYB,MYBL2,MYL6,NOTCH1,ODC1,PHGDH,POU2F1,POU3F2,PSMA2,PXMP2,RASD1,RGS16,RPS11,RRM2B,STMN1,TALDO1,TIAM2,TXNIP,VIPR2	CDKN2A,CG,CREB1,CSF2,EP300,ESR1,ESR2,FOXO3,IFNG,IGF1,IL1B,JUN,NFkB (complex),RELA,SP1,STAT,STAT5A,TNF,TP53	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	HDAC1	 	transcription regulator	 	0.629	 	0.035	0.535	1.59E-05	BAX,BBC3,CCND2,CDKN1A,DHFR,EGR1,FOS,MCM7,MYBL2,NASP,RRM2B,TUBB3	CDKN2A,CEBPB,E2F1,E2F3,E2f,EP300,HDAC1,HDAC2,Histone h3,MAX,NFkB (complex),RB1,RBL1,RELA,RNA polymerase II,SP1,TP63	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	PRKCG	 	kinase	 	 	 	 	 	1.60E-05	ATP5MF,NDUFA12,NDUFA13,NPY,UQCR11,UQCRQ	PRKCG,TEAD1	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	decitabine	 	chemical drug	 	0.805	 	-0.098	1.178	1.69E-05	BAX,BCL11A,BTG1,CCND2,CDKN1A,GADD45G,HELLS,HLA-C,HMGB1,HNRNPD,JUNB,NOTCH1,PABPC1,PCDH9,RPL4,RPL9,RRM2B,TMSB10/TMSB4X,TUBB3,VCAN,YWHAE,ZEB1	AR,Akt,BRCA1,CDKN2A,CTNNB1,Creb,EP300,ESR1,HDAC1,HDAC2,JUN,NFkB (complex),RELA,STAT3,TP53,TP63,TP73,YAP1,decitabine	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	mir-8	 	microrna	 	0.257	 	0.176	-0.285	1.73E-05	BAX,BBC3,CCND2,CDKN1A,HMGB1,NOTCH1,PHLDA3,SMAD5,YWHAB,ZEB1	Akt,CDKN2A,CTNNB1,HDAC1,JUN,NFkB (complex),RELA,TP53,TP63,TP73,YAP1,mir-8	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	honokiol	 	chemical - endogenous non-mammalian	 	 	 	 	 	1.79E-05	BAX,CCND2,CDKN1A,FOS,JUNB	Akt,CTNNB1,EP300,ERK1/2,ETS1,HDAC1,JUN,NFKBIA,NFkB (complex),RELA,SP1,STAT3,TNF,TP53,TP63,YAP1,honokiol	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	KRAS	 	enzyme	 	-0.227	 	-0.005	-0.215	1.82E-05	APLP2,BEX1,CDKN1A,DHFR,EGR1,ETV1,FOS,GAPDH,GJA1,H1-2,HNRNPD,HNRNPDL,JUNB,LMO7,MT-ND1,MYBL2,ODC1,PABPC1,PPP1CA,RANBP1,TXNIP,VCAN,ZEB1	AR,Creb,EGFR,ELK1,ERBB2,ERK1/2,ETS1,FOXM1,JUN,KRAS,Mek,NFkB (complex),RB1,RELA,RNA polymerase II,SP1,SRF,STAT3,TP63	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	ZFHX3	 	transcription regulator	 	 	 	 	 	1.85E-05	HRAS,MIF,RGS16,ROMO1,TUBA1B,TUBB3,VIPR2	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	pirinixic acid	 	chemical toxicant	 	-1.599	 	-0.142	-1.131	1.86E-05	ACAT2,BAX,CDKN1A,DBI,EIF3E,GAPDH,H1-2,HMGN1,JUNB,MYBL2,PDCD5,PSMA2,PSMC3,TALDO1,YWHAB	Creb,EP300,FOXO3,IL2,JUN,NFKBIA,NFkB (complex),RNA polymerase II,SIRT1,STAT5A,palmitic acid,pirinixic acid	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	GTF2B	 	transcription regulator	 	 	 	 	 	2.05E-05	ACTB,CCND2,CDKN1A,GAPDH,H2BC9	GTF2B,POLR2A,RNA polymerase II,TBP	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	E2f	 	group	 	-1.539	 	-0.185	-1.136	2.08E-05	BBC3,DHFR,GINS2,MYBL2,NASP,RPA3,RPS16,STMN1	E2F1,E2f,MDM2,Rb,TP53	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	AGT	 	growth factor	 	-1.439	 	-0.113	-0.945	2.21E-05	ACAT2,ACTB,BAX,CCND2,CDKN1A,CSRP2,DHFR,EGR1,ETV1,FOS,GGH,GJA1,MIF,MYO6,NFIX,NPY,PDCD5,PFN1,SRGAP3,TAGLN2,TUBB3,TXNIP,ZEB1	AGT,BDNF,CREB1,Creb,ELK1,ERK1/2,ETS1,FGF2,FOXO3,HRAS,JAK2,JUN,NFKBIA,NFkB (complex),RELA,SP1,SRF,STAT3,TP53	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	PRKAG3	 	kinase	 	 	 	 	 	2.24E-05	BTG2,EGR1,GADD45G,GJA1,JUNB,ODC1,PHLDA3,REV3L,RPL13A	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	NFKBIA	 	transcription regulator	 	-1.764	 	-0.059	-1.546	2.34E-05	ATP5MF,BAX,BCL11A,BTG2,CCND2,CDKN1A,FOS,GADD45G,JUNB,MT-CO3,MT-CYB,RGS16,RPL27A,RPS18,RPS2	AR,Creb,EP300,ESR1,IL2,JUN,MYC,NFKBIA,NFkB (complex),RELA,SP1,STAT3,STAT5A,TNF,TP53,TP63,estrogen receptor	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	CP-55940	 	chemical reagent	 	 	 	 	 	2.35E-05	ACTB,BTG2,GAPDH,JUNB,RPL13A	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	BRCA2	 	transcription regulator	 	 	 	 	 	2.53E-05	BAX,BBC3,CDKN1A	BRCA2,DDX5,Histone h3,NFkB (complex),RELA,RNA polymerase II,SP1	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	CCNA2	 	other	 	 	 	 	 	2.53E-05	CDKN1A,DHFR,MYBL2	CCNA2,CDK2,CEBPB,E2F1,E2F3,E2F4,E2F5,E2f,FOXM1,FOXO3,HDAC1,MYOD1,RB1,RBL1,RBL2,RNA polymerase II,Rb,SP1,TFDP1	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	NUDT16L1	 	other	 	 	 	 	 	2.53E-05	BAX,BBC3,CDKN1A	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	LIN28B	 	other	 	0.928	 	-0.102	1.174	2.56E-05	BCL11A,CCND2,CDKN1A,NFIX,ZBTB20,ZEB1	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	PLN	 	transporter	 	 	 	 	 	2.56E-05	ACTB,HRAS,MYL6,NOTCH1,PGK1,TPI1	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	mono-(2-ethylhexyl)phthalate	 	chemical toxicant	Inhibited	-2.345	 	-0.189	-1.783	2.58E-05	ACAT2,BAX,CCND2,FOS,GAPDH,JUNB,PGK1,TALDO1,TPI1	CDKN2A,CEBPB,E2F1,EP300,HDAC1,JUN,MAX,MDM4,NFKBIA,NFkB (complex),RB1,RELA,SOD1,SP1,STAT3,TP63,caspase,mono-(2-ethylhexyl)phthalate	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	SKP2	 	other	 	0.132	 	-0.031	0.194	2.67E-05	BBC3,CCND2,CDKN1A,ODC1,ZEB1	Akt,CDK9,CTNNB1,FOXM1,FOXO3,GLI1,HDAC2,JUN,MAX,MLXIPL,MYC,NFkB (complex),RELA,RNA polymerase II,SKP2,SP1,STAT3,TP53,YAP1	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	palbociclib	 	chemical drug	 	-0.239	 	-0.100	0.024	2.82E-05	CDKN1A,CLSPN,EGR1,HLA-C,IDH2,JUNB,ZEB1	AR,CEBPB,CREB1,Creb,E2F1,EGFR,ERBB2,HDAC1,JUN,LEP,NFkB (complex),RB1,RBL1,RELA,RNA polymerase II,SP1,STAT,STAT3,TP63,palbociclib	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	PKNOX2	 	transcription regulator	 	1.000	 	-0.138	1.276	2.88E-05	BBC3,BTG2,CDKN1A,EGR1	 	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	PPP1R13L	 	transcription regulator	 	0.000	 	-0.069	0.138	2.88E-05	BBC3,CCND2,CDKN1A,GJA1	Akt,CDKN2A,CTNNB1,Creb,EP300,EPAS1,FOXO3,HDAC1,JUN,NFKBIA,NFkB (complex),PI3K (complex),PPP1R13L,RELA,STAT3,TP53,TP63,TP73,YAP1	
ZNF274vsEGFP - 2023-01-29 06:53 PM	 	RMRP	 	other	 	-1.988	 	0.000	-1.988	2.88E-05	BAX,BBC3,BTG2,CDKN1A	CDKN2A,FOXO3,HDAC1,JAK2,JUN,NFkB (complex),RELA,RMRP,SP1,TP53,TP63,TP73	
